"subj_id","block_ix","trial_ix","cue","cue_type","mask_type","pic","up_pic","response","rt","is_correct","cue_L","cue_Q","mask_C"
"MWP209",0,77,"noise","noise","mask","wine_glass","left","left",630.835974094,1,0,0.667,0.5
"MWP209",0,78,"rabbit","valid","mask","rabbit","right","right",475.560411433,1,-0.5,-0.333,0.5
"MWP209",0,79,"giraffe","valid","nomask","giraffe","right","right",337.514900049,1,-0.5,-0.333,-0.5
"MWP209",0,80,"kangaroo","valid","nomask","kangaroo","right","right",368.72418932,1,-0.5,-0.333,-0.5
"MWP209",0,81,"elephant","valid","mask","elephant","right","right",419.841151917,1,-0.5,-0.333,0.5
"MWP209",0,82,"pineapple","valid","mask","pineapple","right","right",422.316012409,1,-0.5,-0.333,0.5
"MWP209",0,83,"alligator","valid","nomask","alligator","right","right",371.463809599,1,-0.5,-0.333,-0.5
"MWP209",0,84,"elephant","valid","nomask","elephant","right","right",376.358940965,1,-0.5,-0.333,-0.5
"MWP209",0,85,"noise","noise","nomask","skunk","left","right",NA,0,0,0.667,-0.5
"MWP209",0,86,"noise","noise","mask","kangaroo","left","left",605.955184263,1,0,0.667,0.5
"MWP209",0,87,"noise","noise","mask","alligator","left","left",497.222361941,1,0,0.667,0.5
"MWP209",0,88,"noise","noise","nomask","giraffe","left","left",509.119784867,1,0,0.667,-0.5
"MWP209",0,89,"noise","noise","mask","pineapple","left","left",464.812880353,1,0,0.667,0.5
"MWP209",0,90,"kangaroo","valid","mask","kangaroo","left","left",458.325681015,1,-0.5,-0.333,0.5
"MWP209",0,91,"alligator","invalid","nomask","rabbit","right","left",NA,0,0.5,-0.333,-0.5
"MWP209",0,92,"noise","noise","mask","skunk","right","right",380.480069114,1,0,0.667,0.5
"MWP209",0,93,"giraffe","valid","nomask","giraffe","left","left",442.574229237,1,-0.5,-0.333,-0.5
"MWP209",0,94,"noise","noise","nomask","kangaroo","right","right",366.309767385,1,0,0.667,-0.5
"MWP209",0,95,"wine_glass","valid","mask","wine_glass","left","left",492.217271443,1,-0.5,-0.333,0.5
"MWP209",0,96,"lightbulb","valid","mask","lightbulb","left","left",371.363598591,1,-0.5,-0.333,0.5
"MWP209",0,97,"rabbit","valid","mask","rabbit","right","right",360.995855473,1,-0.5,-0.333,0.5
"MWP209",0,98,"giraffe","valid","mask","giraffe","left","left",344.851358241,1,-0.5,-0.333,0.5
"MWP209",0,99,"skunk","valid","nomask","skunk","right","right",417.372920201,1,-0.5,-0.333,-0.5
"MWP209",0,100,"noise","noise","mask","rabbit","left","left",612.49346385,1,0,0.667,0.5
"MWP209",0,101,"noise","noise","nomask","elephant","left","left",399.947126018,1,0,0.667,-0.5
"MWP209",0,102,"lightbulb","valid","nomask","lightbulb","right","right",525.255313813,1,-0.5,-0.333,-0.5
"MWP209",0,103,"noise","noise","mask","gorilla","left","left",513.58482783,1,0,0.667,0.5
"MWP209",0,104,"noise","noise","nomask","wine_glass","right","right",405.282483873,1,0,0.667,-0.5
"MWP209",0,105,"noise","noise","nomask","rabbit","right","right",448.785750865,1,0,0.667,-0.5
"MWP209",0,106,"noise","noise","mask","pineapple","left","left",484.468661452,1,0,0.667,0.5
"MWP209",1,107,"skunk","valid","mask","skunk","left","left",437.289171881,1,-0.5,-0.333,0.5
"MWP209",1,108,"noise","noise","nomask","pineapple","right","right",479.734179651,1,0,0.667,-0.5
"MWP209",1,109,"noise","noise","mask","alligator","left","left",346.194263489,1,0,0.667,0.5
"MWP209",1,110,"noise","noise","mask","rabbit","left","left",445.649575791,1,0,0.667,0.5
"MWP209",1,111,"noise","noise","mask","gorilla","right","right",329.520636646,1,0,0.667,0.5
"MWP209",1,112,"elephant","invalid","mask","rabbit","right","right",359.150725504,1,0.5,-0.333,0.5
"MWP209",1,113,"lightbulb","valid","mask","lightbulb","right","right",343.350922893,1,-0.5,-0.333,0.5
"MWP209",1,114,"noise","noise","nomask","giraffe","right","right",322.983526799,1,0,0.667,-0.5
"MWP209",1,115,"pineapple","invalid","mask","lightbulb","right","right",437.67324902,1,0.5,-0.333,0.5
"MWP209",1,116,"skunk","valid","mask","skunk","right","right",283.37990999,1,-0.5,-0.333,0.5
"MWP209",1,117,"noise","noise","nomask","wine_glass","left","right",NA,0,0,0.667,-0.5
"MWP209",1,118,"gorilla","valid","nomask","gorilla","right","right",326.955703233,1,-0.5,-0.333,-0.5
"MWP209",1,119,"noise","noise","mask","lightbulb","left","left",1057.46300868,1,0,0.667,0.5
"MWP209",1,120,"giraffe","valid","mask","giraffe","left","left",546.012246021,1,-0.5,-0.333,0.5
"MWP209",1,121,"wine_glass","valid","mask","wine_glass","right","right",354.017739301,1,-0.5,-0.333,0.5
"MWP209",1,122,"lightbulb","valid","nomask","lightbulb","right","right",420.712636609,1,-0.5,-0.333,-0.5
"MWP209",1,123,"noise","noise","mask","wine_glass","right","right",503.575036768,1,0,0.667,0.5
"MWP209",1,124,"noise","noise","nomask","rabbit","right","right",499.154445395,1,0,0.667,-0.5
"MWP209",1,125,"noise","noise","mask","skunk","left","left",395.675486419,1,0,0.667,0.5
"MWP209",1,126,"noise","noise","nomask","kangaroo","left","left",558.86537765,1,0,0.667,-0.5
"MWP209",1,127,"wine_glass","invalid","nomask","elephant","right","right",485.179496609,1,0.5,-0.333,-0.5
"MWP209",1,128,"noise","noise","nomask","alligator","right","right",718.978752528,1,0,0.667,-0.5
"MWP209",1,129,"noise","noise","mask","elephant","left","left",522.641639633,1,0,0.667,0.5
"MWP209",1,130,"lightbulb","valid","mask","lightbulb","right","right",372.561061435,1,-0.5,-0.333,0.5
"MWP209",1,131,"noise","noise","nomask","kangaroo","left","left",448.072966072,1,0,0.667,-0.5
"MWP209",1,132,"alligator","valid","nomask","alligator","right","right",342.739128944,1,-0.5,-0.333,-0.5
"MWP209",1,133,"noise","noise","mask","gorilla","left","left",418.235436577,1,0,0.667,0.5
"MWP209",1,134,"alligator","valid","mask","alligator","right","right",353.358764318,1,-0.5,-0.333,0.5
"MWP209",1,135,"pineapple","invalid","mask","kangaroo","right","left",NA,0,0.5,-0.333,0.5
"MWP209",1,136,"lightbulb","valid","nomask","lightbulb","left","left",435.734146857,1,-0.5,-0.333,-0.5
"MWP209",1,137,"giraffe","invalid","nomask","alligator","left","left",674.231231591,1,0.5,-0.333,-0.5
"MWP209",1,138,"kangaroo","invalid","mask","pineapple","right","right",699.352215888,1,0.5,-0.333,0.5
"MWP209",1,139,"noise","noise","mask","giraffe","right","right",524.711367005,1,0,0.667,0.5
"MWP209",1,140,"noise","noise","mask","elephant","right","right",504.155246686,1,0,0.667,0.5
"MWP209",1,141,"noise","noise","nomask","gorilla","right","right",395.075780165,1,0,0.667,-0.5
"MWP209",1,142,"pineapple","invalid","nomask","rabbit","left","left",440.736507881,1,0.5,-0.333,-0.5
"MWP209",1,143,"noise","noise","mask","giraffe","right","right",370.844607067,1,0,0.667,0.5
"MWP209",1,144,"kangaroo","valid","nomask","kangaroo","left","left",474.313038081,1,-0.5,-0.333,-0.5
"MWP209",1,145,"elephant","valid","mask","elephant","left","left",1086.38889116,1,-0.5,-0.333,0.5
"MWP209",1,146,"noise","noise","mask","giraffe","left","left",593.952481286,1,0,0.667,0.5
"MWP209",1,147,"gorilla","valid","nomask","gorilla","right","right",368.642304849,1,-0.5,-0.333,-0.5
"MWP209",1,148,"noise","noise","mask","rabbit","right","right",357.638982299,1,0,0.667,0.5
"MWP209",1,149,"noise","noise","mask","gorilla","right","right",392.807970406,1,0,0.667,0.5
"MWP209",1,150,"noise","noise","nomask","kangaroo","right","right",395.527704444,1,0,0.667,-0.5
"MWP209",1,151,"noise","noise","nomask","elephant","right","right",399.962723081,1,0,0.667,-0.5
"MWP209",1,152,"pineapple","valid","nomask","pineapple","right","right",390.113581525,1,-0.5,-0.333,-0.5
"MWP209",1,153,"noise","noise","nomask","skunk","left","left",464.34067993,1,0,0.667,-0.5
"MWP209",1,154,"noise","noise","nomask","gorilla","right","right",331.234751444,1,0,0.667,-0.5
"MWP209",1,155,"pineapple","invalid","nomask","lightbulb","right","right",439.584276464,1,0.5,-0.333,-0.5
"MWP209",1,156,"skunk","valid","nomask","skunk","right","right",352.617125027,1,-0.5,-0.333,-0.5
"MWP209",1,157,"noise","noise","mask","kangaroo","right","right",331.346660241,1,0,0.667,0.5
"MWP209",1,158,"noise","noise","nomask","giraffe","left","left",438.472987269,1,0,0.667,-0.5
"MWP209",1,159,"rabbit","valid","mask","rabbit","left","right",NA,0,-0.5,-0.333,0.5
"MWP209",1,160,"pineapple","invalid","nomask","wine_glass","right","right",428.688963439,1,0.5,-0.333,-0.5
"MWP209",1,161,"pineapple","valid","mask","pineapple","left","left",411.153600056,1,-0.5,-0.333,0.5
"MWP209",1,162,"noise","noise","mask","wine_glass","right","right",454.654527508,1,0,0.667,0.5
"MWP209",1,163,"gorilla","valid","mask","gorilla","right","right",407.743696938,1,-0.5,-0.333,0.5
"MWP209",1,164,"noise","noise","nomask","lightbulb","right","right",459.616336186,1,0,0.667,-0.5
"MWP209",1,165,"noise","noise","nomask","wine_glass","left","left",462.574704929,1,0,0.667,-0.5
"MWP209",1,166,"noise","noise","nomask","alligator","right","right",410.644746589,1,0,0.667,-0.5
"MWP209",1,167,"noise","noise","nomask","pineapple","right","right",478.329276142,1,0,0.667,-0.5
"MWP209",1,168,"gorilla","valid","mask","gorilla","right","right",395.572156005,1,-0.5,-0.333,0.5
"MWP209",1,169,"skunk","invalid","nomask","giraffe","left","left",486.293125345,1,0.5,-0.333,-0.5
"MWP209",1,170,"wine_glass","valid","nomask","wine_glass","right","right",341.985791893,1,-0.5,-0.333,-0.5
"MWP209",1,171,"giraffe","valid","mask","giraffe","right","right",298.673978541,1,-0.5,-0.333,0.5
"MWP209",1,172,"alligator","valid","nomask","alligator","left","left",522.584320541,1,-0.5,-0.333,-0.5
"MWP209",1,173,"elephant","valid","nomask","elephant","right","right",355.083797069,1,-0.5,-0.333,-0.5
"MWP209",1,174,"noise","noise","mask","kangaroo","left","left",479.379736877,1,0,0.667,0.5
"MWP209",1,175,"giraffe","valid","nomask","giraffe","left","left",745.901585004,1,-0.5,-0.333,-0.5
"MWP209",1,176,"noise","noise","nomask","gorilla","left","left",419.419641898,1,0,0.667,-0.5
"MWP209",1,177,"noise","noise","mask","lightbulb","right","right",526.692971063,1,0,0.667,0.5
"MWP209",1,178,"gorilla","valid","mask","gorilla","left","left",454.990253813,1,-0.5,-0.333,0.5
"MWP209",1,179,"wine_glass","valid","mask","wine_glass","right","right",376.858046249,1,-0.5,-0.333,0.5
"MWP209",1,180,"lightbulb","invalid","nomask","kangaroo","right","left",NA,0,0.5,-0.333,-0.5
"MWP209",1,181,"rabbit","valid","nomask","rabbit","right","right",596.870687645,1,-0.5,-0.333,-0.5
"MWP209",1,182,"skunk","invalid","mask","elephant","left","left",518.005029269,1,0.5,-0.333,0.5
"MWP209",1,183,"noise","noise","mask","pineapple","right","right",418.463153357,1,0,0.667,0.5
"MWP209",1,184,"giraffe","valid","nomask","giraffe","right","right",420.639330521,1,-0.5,-0.333,-0.5
"MWP209",1,185,"wine_glass","valid","nomask","wine_glass","left","left",467.717829277,1,-0.5,-0.333,-0.5
"MWP209",1,186,"noise","noise","mask","pineapple","right","right",431.605220161,1,0,0.667,0.5
"MWP209",1,187,"noise","noise","mask","alligator","right","right",362.439361634,1,0,0.667,0.5
"MWP209",1,188,"noise","noise","nomask","elephant","left","left",388.91728851,1,0,0.667,-0.5
"MWP209",1,189,"pineapple","valid","mask","pineapple","right","right",321.864439116,1,-0.5,-0.333,0.5
"MWP209",1,190,"elephant","valid","nomask","elephant","right","left",NA,0,-0.5,-0.333,-0.5
"MWP209",1,191,"alligator","valid","mask","alligator","left","right",NA,0,-0.5,-0.333,0.5
"MWP209",1,192,"noise","noise","nomask","elephant","left","left",464.480663388,1,0,0.667,-0.5
"MWP209",1,193,"rabbit","valid","nomask","rabbit","right","right",397.604450438,1,-0.5,-0.333,-0.5
"MWP209",1,194,"kangaroo","valid","mask","kangaroo","left","left",455.296345724,1,-0.5,-0.333,0.5
"MWP209",1,195,"pineapple","valid","nomask","pineapple","right","right",362.010443001,1,-0.5,-0.333,-0.5
"MWP209",1,196,"noise","noise","nomask","lightbulb","left","left",542.512270011,1,0,0.667,-0.5
"MWP209",1,197,"noise","noise","mask","rabbit","right","right",538.029290474,1,0,0.667,0.5
"MWP209",1,198,"noise","noise","nomask","skunk","right","right",629.709087894,1,0,0.667,-0.5
"MWP209",1,199,"elephant","invalid","nomask","gorilla","right","right",401.146928431,1,0.5,-0.333,-0.5
"MWP209",1,200,"pineapple","valid","mask","pineapple","right","right",398.063003464,1,-0.5,-0.333,0.5
"MWP209",1,201,"noise","noise","mask","skunk","right","right",385.755768279,1,0,0.667,0.5
"MWP209",1,202,"kangaroo","valid","nomask","kangaroo","right","right",344.997970416,1,-0.5,-0.333,-0.5
"MWP209",1,203,"noise","noise","nomask","pineapple","right","right",355.971268669,1,0,0.667,-0.5
"MWP209",1,204,"noise","noise","nomask","skunk","left","right",NA,0,0,0.667,-0.5
"MWP209",1,205,"noise","noise","nomask","rabbit","right","right",359.561707533,1,0,0.667,-0.5
"MWP209",1,206,"noise","noise","nomask","pineapple","left","left",377.656224853,1,0,0.667,-0.5
"MWP209",1,207,"noise","noise","mask","skunk","left","left",493.364433845,1,0,0.667,0.5
"MWP209",1,208,"noise","noise","nomask","alligator","right","right",633.822807489,1,0,0.667,-0.5
"MWP209",1,209,"skunk","valid","nomask","skunk","right","right",421.754908864,1,-0.5,-0.333,-0.5
"MWP209",1,210,"noise","noise","mask","wine_glass","left","left",448.651226383,1,0,0.667,0.5
"MWP209",1,211,"noise","noise","nomask","alligator","left","left",485.101511382,1,0,0.667,-0.5
"MWP209",1,212,"elephant","invalid","nomask","skunk","left","left",432.077810518,1,0.5,-0.333,-0.5
"MWP209",2,213,"wine_glass","valid","nomask","wine_glass","left","left",550.134933903,1,-0.5,-0.333,-0.5
"MWP209",2,214,"pineapple","valid","mask","pineapple","left","left",513.034252246,1,-0.5,-0.333,0.5
"MWP209",2,215,"noise","noise","mask","skunk","left","left",492.076898081,1,0,0.667,0.5
"MWP209",2,216,"noise","noise","mask","gorilla","left","left",685.842058883,1,0,0.667,0.5
"MWP209",2,217,"noise","noise","nomask","rabbit","left","left",503.478335129,1,0,0.667,-0.5
"MWP209",2,218,"skunk","valid","nomask","skunk","left","left",328.826178389,1,-0.5,-0.333,-0.5
"MWP209",2,219,"kangaroo","invalid","nomask","skunk","right","right",817.058795801,1,0.5,-0.333,-0.5
"MWP209",2,220,"noise","noise","mask","gorilla","right","right",452.764166112,1,0,0.667,0.5
"MWP209",2,221,"skunk","invalid","nomask","alligator","right","right",481.061097904,1,0.5,-0.333,-0.5
"MWP209",2,222,"noise","noise","mask","rabbit","left","left",508.579347428,1,0,0.667,0.5
"MWP209",2,223,"noise","noise","mask","wine_glass","right","right",559.675254015,1,0,0.667,0.5
"MWP209",2,224,"noise","noise","nomask","pineapple","left","left",411.384046311,1,0,0.667,-0.5
"MWP209",2,225,"lightbulb","valid","mask","lightbulb","right","right",341.992030706,1,-0.5,-0.333,0.5
"MWP209",2,226,"wine_glass","valid","mask","wine_glass","left","left",452.580121026,1,-0.5,-0.333,0.5
"MWP209",2,227,"noise","noise","mask","gorilla","left","left",489.067449002,1,0,0.667,0.5
"MWP209",2,228,"pineapple","valid","mask","pineapple","left","left",495.346427837,1,-0.5,-0.333,0.5
"MWP209",2,229,"noise","noise","nomask","kangaroo","left","left",457.266641955,1,0,0.667,-0.5
"MWP209",2,230,"skunk","valid","mask","skunk","left","left",585.783920949,1,-0.5,-0.333,0.5
"MWP209",2,231,"elephant","valid","nomask","elephant","left","left",448.239854421,1,-0.5,-0.333,-0.5
"MWP209",2,232,"gorilla","invalid","nomask","kangaroo","left","left",490.741011512,1,0.5,-0.333,-0.5
"MWP209",2,233,"giraffe","valid","nomask","giraffe","left","left",458.820497181,1,-0.5,-0.333,-0.5
"MWP209",2,234,"noise","noise","mask","lightbulb","right","left",NA,0,0,0.667,0.5
"MWP209",2,235,"noise","noise","nomask","kangaroo","right","right",545.028072724,1,0,0.667,-0.5
"MWP209",2,236,"rabbit","valid","nomask","rabbit","left","left",457.902221387,1,-0.5,-0.333,-0.5
"MWP209",2,237,"noise","noise","nomask","pineapple","left","left",461.020069866,1,0,0.667,-0.5
"MWP209",2,238,"noise","noise","nomask","skunk","left","left",440.714672033,1,0,0.667,-0.5
"MWP209",2,239,"gorilla","valid","mask","gorilla","left","left",452.860087913,1,-0.5,-0.333,0.5
"MWP209",2,240,"noise","noise","mask","elephant","left","left",376.305521087,1,0,0.667,0.5
"MWP209",2,241,"rabbit","valid","nomask","rabbit","right","left",NA,0,-0.5,-0.333,-0.5
"MWP209",2,242,"alligator","valid","mask","alligator","left","left",835.283158434,1,-0.5,-0.333,0.5
"MWP209",2,243,"kangaroo","invalid","mask","skunk","left","left",609.71056181,1,0.5,-0.333,0.5
"MWP209",2,244,"noise","noise","mask","pineapple","right","right",429.707060277,1,0,0.667,0.5
"MWP209",2,245,"rabbit","valid","mask","rabbit","right","right",607.366326527,1,-0.5,-0.333,0.5
"MWP209",2,246,"wine_glass","valid","mask","wine_glass","left","left",557.86677709,1,-0.5,-0.333,0.5
"MWP209",2,247,"gorilla","invalid","mask","kangaroo","left","left",521.796280023,1,0.5,-0.333,0.5
"MWP209",2,248,"pineapple","valid","nomask","pineapple","left","left",1010.66330707,1,-0.5,-0.333,-0.5
"MWP209",2,249,"noise","noise","nomask","gorilla","right","right",1197.77204067,1,0,0.667,-0.5
"MWP209",2,250,"noise","noise","nomask","elephant","left","left",424.012580566,1,0,0.667,-0.5
"MWP209",2,251,"noise","noise","mask","pineapple","left","right",NA,0,0,0.667,0.5
"MWP209",2,252,"wine_glass","valid","nomask","wine_glass","left","left",1057.0602151,1,-0.5,-0.333,-0.5
"MWP209",2,253,"noise","noise","nomask","rabbit","left","left",530.528283474,1,0,0.667,-0.5
"MWP209",2,254,"noise","noise","mask","elephant","right","right",500.44666024,1,0,0.667,0.5
"MWP209",2,255,"noise","noise","mask","kangaroo","right","right",839.374262316,1,0,0.667,0.5
"MWP209",2,256,"rabbit","invalid","mask","wine_glass","right","right",616.009816789,1,0.5,-0.333,0.5
"MWP209",2,257,"noise","noise","mask","alligator","right","right",498.900603561,1,0,0.667,0.5
"MWP209",2,258,"kangaroo","valid","mask","kangaroo","right","right",419.790461543,1,-0.5,-0.333,0.5
"MWP209",2,259,"noise","noise","nomask","elephant","right","right",431.660979608,1,0,0.667,-0.5
"MWP209",2,260,"noise","noise","nomask","giraffe","left","left",513.392204361,1,0,0.667,-0.5
"MWP209",2,261,"skunk","invalid","nomask","elephant","left","left",516.664853494,1,0.5,-0.333,-0.5
"MWP209",2,262,"alligator","valid","nomask","alligator","left","left",509.471888101,1,-0.5,-0.333,-0.5
"MWP209",2,263,"noise","noise","mask","lightbulb","right","right",521.834882704,1,0,0.667,0.5
"MWP209",2,264,"rabbit","invalid","mask","alligator","left","left",492.196995299,1,0.5,-0.333,0.5
"MWP209",2,265,"noise","noise","mask","giraffe","left","right",NA,0,0,0.667,0.5
"MWP209",2,266,"noise","noise","nomask","skunk","right","left",NA,0,0,0.667,-0.5
"MWP209",2,267,"giraffe","valid","mask","giraffe","left","left",549.277096638,1,-0.5,-0.333,0.5
"MWP209",2,268,"noise","noise","nomask","lightbulb","right","right",760.004039621,1,0,0.667,-0.5
"MWP209",2,269,"elephant","valid","nomask","elephant","left","left",798.071347876,1,-0.5,-0.333,-0.5
"MWP209",2,270,"skunk","valid","mask","skunk","right","right",384.757557651,1,-0.5,-0.333,0.5
"MWP209",2,271,"rabbit","valid","nomask","rabbit","left","left",442.8280711,1,-0.5,-0.333,-0.5
"MWP209",2,272,"skunk","valid","nomask","skunk","left","left",501.334521832,1,-0.5,-0.333,-0.5
"MWP209",2,273,"kangaroo","valid","mask","kangaroo","right","right",405.207228119,1,-0.5,-0.333,0.5
"MWP209",2,274,"noise","noise","mask","alligator","left","left",606.894516066,1,0,0.667,0.5
"MWP209",2,275,"noise","noise","nomask","lightbulb","left","left",505.855324183,1,0,0.667,-0.5
"MWP209",2,276,"giraffe","valid","nomask","giraffe","right","right",441.287083406,1,-0.5,-0.333,-0.5
"MWP209",2,277,"gorilla","valid","nomask","gorilla","right","right",391.39877772,1,-0.5,-0.333,-0.5
"MWP209",2,278,"kangaroo","valid","nomask","kangaroo","right","right",504.523336858,1,-0.5,-0.333,-0.5
"MWP209",2,279,"noise","noise","mask","elephant","right","right",466.973070521,1,0,0.667,0.5
"MWP209",2,280,"noise","noise","mask","wine_glass","left","left",629.104702559,1,0,0.667,0.5
"MWP209",2,281,"noise","noise","mask","rabbit","right","right",407.587336609,1,0,0.667,0.5
"MWP209",2,282,"elephant","valid","mask","elephant","right","right",395.675486419,1,-0.5,-0.333,0.5
"MWP209",2,283,"lightbulb","invalid","mask","wine_glass","left","left",555.168488994,1,0.5,-0.333,0.5
"MWP209",2,284,"noise","noise","mask","rabbit","right","right",387.45389611,1,0,0.667,0.5
"MWP209",2,285,"elephant","invalid","nomask","pineapple","right","right",467.702232214,1,0.5,-0.333,-0.5
"MWP209",2,286,"noise","noise","mask","giraffe","right","right",404.843427154,1,0,0.667,0.5
"MWP209",2,287,"rabbit","valid","mask","rabbit","left","left",476.972723525,1,-0.5,-0.333,0.5
"MWP209",2,288,"giraffe","invalid","mask","gorilla","right","right",430.479893665,1,0.5,-0.333,0.5
"MWP209",2,289,"alligator","valid","mask","alligator","right","right",371.778869827,1,-0.5,-0.333,0.5
"MWP209",2,290,"pineapple","valid","nomask","pineapple","left","left",577.549073147,1,-0.5,-0.333,-0.5
"MWP209",2,291,"noise","noise","mask","alligator","right","right",428.732635133,1,0,0.667,0.5
"MWP209",2,292,"noise","noise","mask","lightbulb","left","left",621.858317259,1,0,0.667,0.5
"MWP209",2,293,"pineapple","invalid","mask","giraffe","right","right",426.542810572,1,0.5,-0.333,0.5
"MWP209",2,294,"noise","noise","nomask","wine_glass","right","right",444.250131288,1,0,0.667,-0.5
"MWP209",2,295,"noise","noise","nomask","alligator","left","left",664.392618084,1,0,0.667,-0.5
"MWP209",2,296,"noise","noise","nomask","giraffe","right","right",570.413816808,1,0,0.667,-0.5
"MWP209",2,297,"gorilla","valid","mask","gorilla","left","left",499.586873368,1,-0.5,-0.333,0.5
"MWP209",2,298,"kangaroo","valid","mask","kangaroo","right","right",409.431686712,1,-0.5,-0.333,0.5
"MWP209",2,299,"noise","noise","mask","pineapple","right","right",589.10180151,1,0,0.667,0.5
"MWP209",2,300,"lightbulb","valid","nomask","lightbulb","left","left",457.779004733,1,-0.5,-0.333,-0.5
"MWP209",2,301,"noise","noise","nomask","alligator","left","right",NA,0,0,0.667,-0.5
"MWP209",2,302,"noise","noise","nomask","rabbit","right","right",424.395877868,1,0,0.667,-0.5
"MWP209",2,303,"noise","noise","nomask","lightbulb","right","right",540.115394717,1,0,0.667,-0.5
"MWP209",2,304,"elephant","valid","mask","elephant","left","left",527.044684364,1,-0.5,-0.333,0.5
"MWP209",2,305,"gorilla","valid","nomask","gorilla","left","left",494.513155892,1,-0.5,-0.333,-0.5
"MWP209",2,306,"pineapple","invalid","mask","lightbulb","left","left",619.844739267,1,0.5,-0.333,0.5
"MWP209",2,307,"noise","noise","nomask","wine_glass","left","left",542.115715216,1,0,0.667,-0.5
"MWP209",2,308,"lightbulb","valid","mask","lightbulb","left","left",591.169189283,1,-0.5,-0.333,0.5
"MWP209",2,309,"alligator","valid","nomask","alligator","right","right",597.706689063,1,-0.5,-0.333,-0.5
"MWP209",2,310,"noise","noise","nomask","gorilla","right","right",415.218968817,1,0,0.667,-0.5
"MWP209",2,311,"noise","noise","nomask","wine_glass","left","left",595.87754606,1,0,0.667,-0.5
"MWP209",2,312,"noise","noise","mask","kangaroo","right","right",399.366526195,1,0,0.667,0.5
"MWP209",2,313,"giraffe","valid","mask","giraffe","right","right",398.671677976,1,-0.5,-0.333,0.5
"MWP209",2,314,"noise","noise","mask","skunk","right","right",506.368076924,1,0,0.667,0.5
"MWP209",2,315,"noise","noise","mask","giraffe","right","right",397.579885117,1,0,0.667,0.5
"MWP209",2,316,"lightbulb","valid","nomask","lightbulb","right","right",560.69880983,1,-0.5,-0.333,-0.5
"MWP209",2,317,"noise","noise","mask","kangaroo","right","right",410.864664853,1,0,0.667,0.5
"MWP209",2,318,"noise","noise","nomask","giraffe","left","left",439.331994334,1,0,0.667,-0.5
"MWP209",2,319,"alligator","invalid","mask","elephant","right","right",398.874049628,1,0.5,-0.333,0.5
"MWP210",0,0,"alligator","valid","mask","alligator","right","right",438.88398906,1,-0.5,-0.333,0.5
"MWP210",0,1,"pear","valid","mask","pear","right","right",584.837844333,1,-0.5,-0.333,0.5
"MWP210",0,2,"noise","noise","nomask","gorilla","left","left",361.790414259,1,0,0.667,-0.5
"MWP210",0,3,"grasshopper","valid","nomask","grasshopper","left","left",457.867763413,1,-0.5,-0.333,-0.5
"MWP210",0,4,"piano","valid","mask","piano","left","left",367.355066555,1,-0.5,-0.333,0.5
"MWP210",0,5,"noise","noise","mask","kangaroo","right","right",464.301915577,1,0,0.667,0.5
"MWP210",0,6,"noise","noise","mask","zebra","right","right",664.763252891,1,0,0.667,0.5
"MWP210",0,7,"noise","noise","nomask","giraffe","right","right",595.876568434,1,0,0.667,-0.5
"MWP210",0,8,"tomato","valid","nomask","tomato","left","left",486.56199174,1,-0.5,-0.333,-0.5
"MWP210",0,9,"gorilla","valid","nomask","gorilla","left","left",620.524743688,1,-0.5,-0.333,-0.5
"MWP210",0,10,"noise","noise","mask","lion","right","right",600.127986254,1,0,0.667,0.5
"MWP210",0,11,"piano","valid","nomask","piano","left","left",438.213252986,1,-0.5,-0.333,-0.5
"MWP210",0,12,"noise","noise","nomask","giraffe","left","left",487.932068267,1,0,0.667,-0.5
"MWP210",0,13,"grasshopper","valid","mask","grasshopper","right","left",NA,0,-0.5,-0.333,0.5
"MWP210",0,14,"kangaroo","valid","nomask","kangaroo","right","right",589.112365706,1,-0.5,-0.333,-0.5
"MWP210",0,15,"grasshopper","valid","nomask","grasshopper","right","left",NA,0,-0.5,-0.333,-0.5
"MWP210",0,16,"alligator","invalid","mask","giraffe","right","right",651.268219255,1,0.5,-0.333,0.5
"MWP210",0,17,"grasshopper","invalid","mask","piano","right","right",673.765198386,1,0.5,-0.333,0.5
"MWP210",0,18,"pear","valid","nomask","pear","right","right",578.439997742,1,-0.5,-0.333,-0.5
"MWP210",0,19,"noise","noise","mask","kangaroo","left","left",412.134858663,1,0,0.667,0.5
"MWP210",0,20,"giraffe","valid","mask","giraffe","right","right",580.59376094,1,-0.5,-0.333,0.5
"MWP210",0,21,"piano","valid","nomask","piano","left","left",398.740673787,1,-0.5,-0.333,-0.5
"MWP210",0,22,"noise","noise","mask","pear","left","left",569.431451266,1,0,0.667,0.5
"MWP210",0,23,"zebra","valid","mask","zebra","left","left",425.344948686,1,-0.5,-0.333,0.5
"MWP210",0,24,"alligator","valid","nomask","alligator","right","right",593.408523739,1,-0.5,-0.333,-0.5
"MWP210",0,25,"noise","noise","mask","piano","right","right",588.495537901,1,0,0.667,0.5
"MWP210",0,26,"alligator","invalid","nomask","zebra","right","right",553.994253452,1,0.5,-0.333,-0.5
"MWP210",0,27,"noise","noise","nomask","kangaroo","left","left",395.065744233,1,0,0.667,-0.5
"MWP210",0,28,"lion","valid","nomask","lion","right","right",504.54754653,1,-0.5,-0.333,-0.5
"MWP210",0,29,"noise","noise","nomask","gorilla","left","left",339.451859385,1,0,0.667,-0.5
"MWP210",0,30,"noise","noise","mask","pear","right","right",566.566245718,1,0,0.667,0.5
